tweet_raw,tweet,date,tweet_id
__Why re-elect Democrats when you know that this is what they are doing with their majority. Their case is not strong because first it was Russian Collusion then it was obstruction then it was Ukraine now their pivoting back to Russia. Why would they be doing that?__ Lisa Booth,__why re-elect democrats when you know that this is what they are doing with their majority. their case is not strong because first it was russian collusion then it was obstruction then it was ukraine now their pivoting back to russia. why would they be doing that?__ lisa booth,12/7/19 19:10,1.20E+18
Our Economy is the envy of the World!,our economy is the envy of the world!,12/7/19 18:55,1.20E+18
Hard to believe but if Nancy Pelosi had put our great Trade Deal with Mexico and Canada USMCA up for a vote long ago our economy would be even better. If she doesn__t move quickly it will collapse!,hard to believe but if nancy pelosi had put our great trade deal with mexico and canada usmca up for a vote long ago our economy would be even better. if she doesn__t move quickly it will collapse!,12/7/19 18:54,1.20E+18
The United States will not rest until we bring every American wrongfully detained in Iran and around the world back home to their loved ones! ://t.co/2kWgJhvrtY,the united states will not rest until we bring every american wrongfully detained in iran and around the world back home to their loved ones! ://t.co/2kwgjhvrty,12/7/19 18:51,1.20E+18
Taken during the Obama Administration (despite $150 Billion gift) returned during the Trump Administration. Thank you to Iran on a very fair negotiation. See we can make a deal together! ://t.co/rZaY9p8xzV,taken during the obama administration (despite $150 billion gift) returned during the trump administration. thank you to iran on a very fair negotiation. see we can make a deal together! ://t.co/rzay9p8xzv,12/7/19 17:32,1.20E+18
While the world is not doing well economically our Country is doing better perhaps than it has ever done before. Jobs Jobs Jobs!,while the world is not doing well economically our country is doing better perhaps than it has ever done before. jobs jobs jobs!,12/7/19 17:21,1.20E+18
Read the Transcripts! Also see where I say __us__ (our Country) as opposed to __me__ (meaning me) and where I then say that the Attorney General (of the United States) will call you. People still remember Schiff__s made up and fraudulent version of my conversation. Witch Hunt!,read the transcripts! also see where i say __us__ (our country) as opposed to __me__ (meaning me) and where i then say that the attorney general (of the united states) will call you. people still remember schiff__s made up and fraudulent version of my conversation. witch hunt!,12/7/19 17:13,1.20E+18
RT @WhiteHouse: On National Pearl Harbor Remembrance Day we solemnly reflect on the tragic events of December 7 1941 and honor those who__,rt @whitehouse: on national pearl harbor remembrance day we solemnly reflect on the tragic events of december 7 1941 and honor those who__,12/7/19 15:43,1.20E+18
RT @TomFitton: Impeachment coup should be frozen until a full investigation is done on Schiff's abuse of power against @RealDonaldTrump in__,rt @tomfitton: impeachment coup should be frozen until a full investigation is done on schiff's abuse of power against @realdonaldtrump in__,12/7/19 3:43,1.20E+18
RT @TomFitton: FBI has now lost TWICE in federal court in its scheming to hide FBI-Clinton gang conspiracy to try to destroy @realDonaldTr__,rt @tomfitton: fbi has now lost twice in federal court in its scheming to hide fbi-clinton gang conspiracy to try to destroy @realdonaldtr__,12/7/19 3:42,1.20E+18
RT @JudicialWatch: @TomFitton: Pelosi/Schiff Abuse Worsens FBI __Finds__ Clinton Emails PLUS 5 NEW JW Lawsuits against DeepState ://t.__,rt @judicialwatch: @tomfitton: pelosi/schiff abuse worsens fbi __finds__ clinton emails plus 5 new jw lawsuits against deepstate ://t.__,12/7/19 3:42,1.20E+18
RT @TomFitton: HUGE: Impeachment Abuse Expands--Schiff Implicated in Phone Records Spying Misconduct; COUP Against @RealDonaldTrump Can Sti__,rt @tomfitton: huge: impeachment abuse expands--schiff implicated in phone records spying misconduct; coup against @realdonaldtrump can sti__,12/7/19 3:39,1.20E+18
RT @AP_Scoop: SPECIAL EPISODE with the brilliant @MZHemingway on the Russia Collusion Hoax and Kavanaugh.  Watch the full video: ://__,rt @ap_scoop: special episode with the brilliant @mzhemingway on the russia collusion hoax and kavanaugh.  watch the full video: ://__,12/7/19 3:38,1.20E+18
RT @Jim_Jordan: One set of rules for them.A different set for us. ://t.co/dzYPrJ5rRa,rt @jim_jordan: one set of rules for them.a different set for us. ://t.co/dzyprj5rra,12/7/19 3:34,1.20E+18
RT @RepMarkMeadows: Speaker Pelosi this morning: __The president__s actions in taking these things to court... is an obstruction of justice.____,rt @repmarkmeadows: speaker pelosi this morning: __the president__s actions in taking these things to court... is an obstruction of justice.____,12/7/19 3:33,1.20E+18
RT @Rasmussen_Poll: Day 2 - @BonginoReport vs. @TheDailyBailDecision: Bongino Report is workin' the refs and yeah we bought it. But nev__,rt @rasmussen_poll: day 2 - @bonginoreport vs. @thedailybaildecision: bongino report is workin' the refs and yeah we bought it. but nev__,12/7/19 3:30,1.20E+18
"RT @newsmax: ""Pelosi despises you people who don't live in the coastal areas... They hate you because you brought President Trump to the Pr__","rt @newsmax: ""pelosi despises you people who don't live in the coastal areas... they hate you because you brought president trump to the pr__",12/7/19 3:23,1.20E+18
"RT @newsmax: ""I have no idea what the plan is from the Democrats it makes no sense to me. Nancy Pelosi can go on public TV and claim that__","rt @newsmax: ""i have no idea what the plan is from the democrats it makes no sense to me. nancy pelosi can go on public tv and claim that__",12/7/19 3:19,1.20E+18
RT @newsmax: Trump economist Steve Moore tells Newsmax TV: Strong jobs data undercuts any impeachment argument ://t.co/2Nk3kFPaJN http__,rt @newsmax: trump economist steve moore tells newsmax tv: strong jobs data undercuts any impeachment argument ://t.co/2nk3kfpajn http__,12/7/19 3:18,1.20E+18
RT @GrahamLedger: LEDGER REGISTER:Will the partisan political impeachment inquiry of President Trump by the weaponized House of Representa__,rt @grahamledger: ledger register:will the partisan political impeachment inquiry of president trump by the weaponized house of representa__,12/7/19 3:16,1.20E+18
RT @alexsalvinews: Fox News confirms 7 hours after @OANN. ://t.co/NYnef34DvU ://t.co/xz2isdb9t0,rt @alexsalvinews: fox news confirms 7 hours after @oann. ://t.co/nynef34dvu ://t.co/xz2isdb9t0,12/7/19 3:07,1.20E+18
RT @OANN: One America News has just launched a live 24/7 365 days a year uninterrupted cable feed on Facebook and it's only $4.99 per mo__,rt @oann: one america news has just launched a live 24/7 365 days a year uninterrupted cable feed on facebook and it's only $4.99 per mo__,12/7/19 3:06,1.20E+18
RT @JaySekulow: I am at the #ICC with members of the @ACLJ &amp; @ECLJ__s legal team to defend the interests of #American soldiers.Our heroes__,rt @jaysekulow: i am at the #icc with members of the @aclj &amp; @eclj__s legal team to defend the interests of #american soldiers.our heroes__,12/7/19 3:06,1.20E+18
RT @JaySekulow: Radio: Democrat Congressman Calls for Perpetual Impeachment of Donald Trump ://t.co/NjJkHvSkQC,rt @jaysekulow: radio: democrat congressman calls for perpetual impeachment of donald trump ://t.co/njjkhvskqc,12/7/19 3:04,1.20E+18
RT @Jim_Jordan: .@SpeakerPelosi is counting impeachment votes. Here__s what President Trump is counting:-266k new jobs-54k in manufacturi__,rt @jim_jordan: .@speakerpelosi is counting impeachment votes. here__s what president trump is counting:-266k new jobs-54k in manufacturi__,12/7/19 3:03,1.20E+18
RT @RepMarkMeadows: Wow. Non-stop impeachment barrage. And America__s economy and @realDonaldTrump keep delivering big time wins anyway. htt__,rt @repmarkmeadows: wow. non-stop impeachment barrage. and america__s economy and @realdonaldtrump keep delivering big time wins anyway. htt__,12/7/19 3:03,1.20E+18
RT @RepMarkMeadows: Washington Democrats are counting impeachment votes. President Trump is counting 266000 new jobs and a 50-year record__,rt @repmarkmeadows: washington democrats are counting impeachment votes. president trump is counting 266000 new jobs and a 50-year record__,12/7/19 3:02,1.20E+18
RT @GovRonDeSantis: I just spoke with President @realDonaldTrump regarding the shooting at NAS Pensacola and he reiterated his full support__,rt @govrondesantis: i just spoke with president @realdonaldtrump regarding the shooting at nas pensacola and he reiterated his full support__,12/7/19 3:02,1.20E+18
RT @CQnow: House Judiciary members_@RepDougCollins and_@RepMattGaetz huddle before the start of the panel's hearing on the impeachment inqu__,rt @cqnow: house judiciary members_@repdougcollins and_@repmattgaetz huddle before the start of the panel's hearing on the impeachment inqu__,12/7/19 3:02,1.20E+18
Why is the World Bank loaning money to China? Can this be possible? China has plenty of money and if they don__t they create it. STOP!,why is the world bank loaning money to china? can this be possible? china has plenty of money and if they don__t they create it. stop!,12/7/19 0:28,1.20E+18
Fake News @CNN is reporting that I am __still using personal cell phone for calls despite repeated security warnings.__ This is totally false information and reporting. I haven__t had a personal cell phone for years. Only use government approved and issued phones. Retract!,fake news @cnn is reporting that i am __still using personal cell phone for calls despite repeated security warnings.__ this is totally false information and reporting. i haven__t had a personal cell phone for years. only use government approved and issued phones. retract!,12/7/19 0:23,1.20E+18
Nadler hasn__t had a single fact witness testify! Zero substance__Country wants #USMCA and Growth not Impeachment. Polls have tanked on the Do Nothing Democrats!,nadler hasn__t had a single fact witness testify! zero substance__country wants #usmca and growth not impeachment. polls have tanked on the do nothing democrats!,12/7/19 0:10,1.20E+18
GREAT WORK yesterday by the Senate to support our Historically Black Colleges and Universities! Thank you @BetsyDeVosED @SenAlexander and @SenatorTimScott for your leadership...,great work yesterday by the senate to support our historically black colleges and universities! thank you @betsydevosed @senalexander and @senatortimscott for your leadership...,12/7/19 0:06,1.20E+18
...This Bill HELPS students get the student aid they need to go to college! STOP the headaches and STOP the PAPERWORK barriers to HIGHER EDUCATION! Congrats to Lamar!,...this bill helps students get the student aid they need to go to college! stop the headaches and stop the paperwork barriers to higher education! congrats to lamar!,12/7/19 0:06,1.20E+18
Congressman @LanceGooden has done a wonderful job for the people of Texas while supporting our #MAGA Agenda. He continues to protect your very important #2A. Lance is Strong on Crime and the Border he Loves our Great Vets and Military. Lance has my Complete &amp; Total Endorsement!,congressman @lancegooden has done a wonderful job for the people of texas while supporting our #maga agenda. he continues to protect your very important #2a. lance is strong on crime and the border he loves our great vets and military. lance has my complete &amp; total endorsement!,12/6/19 23:42,1.20E+18
All necessary work has been completed to declare Mexican Cartels terrorist organizations. Statutorily we are ready to do so. However at the request of a man who I like and respect and has worked so well with us President Andres Manuel @LopezObrador_ we....,all necessary work has been completed to declare mexican cartels terrorist organizations. statutorily we are ready to do so. however at the request of a man who i like and respect and has worked so well with us president andres manuel @lopezobrador_ we....,12/6/19 23:39,1.20E+18
....will temporarily hold off this designation and step up our joint efforts to deal decisively with these vicious and ever-growing organizations!,....will temporarily hold off this designation and step up our joint efforts to deal decisively with these vicious and ever-growing organizations!,12/6/19 23:39,1.20E+18
JOBS JOBS JOBS! ://t.co/QCtWgld2RW,jobs jobs jobs! ://t.co/qctwgld2rw,12/6/19 20:19,1.20E+18
....The King said that the Saudi people are greatly angered by the barbaric actions of the shooter and that this person in no way shape or form represents the feelings of the Saudi people who love the American people.,....the king said that the saudi people are greatly angered by the barbaric actions of the shooter and that this person in no way shape or form represents the feelings of the saudi people who love the american people.,12/6/19 19:18,1.20E+18
King Salman of Saudi Arabia just called to express his sincere condolences and give his sympathies to the families and friends of the warriors who were killed and wounded in the attack that took place in Pensacola Florida....,king salman of saudi arabia just called to express his sincere condolences and give his sympathies to the families and friends of the warriors who were killed and wounded in the attack that took place in pensacola florida....,12/6/19 19:18,1.20E+18
RT @RepMattGaetz: NAS Pensacola is a huge source of pride for all of Northwest Florida. It is the home of naval aviation. It is the home of__,rt @repmattgaetz: nas pensacola is a huge source of pride for all of northwest florida. it is the home of naval aviation. it is the home of__,12/6/19 18:39,1.20E+18
Just received a full briefing on the tragic shooting at NAS Pensacola in Florida and spoke to @GovRonDeSantis. My thoughts and prayers are with the victims and their families during this difficult time. We are continuing to monitor the situation as the investigation is ongoing.,just received a full briefing on the tragic shooting at nas pensacola in florida and spoke to @govrondesantis. my thoughts and prayers are with the victims and their families during this difficult time. we are continuing to monitor the situation as the investigation is ongoing.,12/6/19 18:16,1.20E+18
Without the horror show that is the Radical Left Do Nothing Democrats the Stock Markets and Economy would be even better if that is possible and the Border would be closed to the evil of Drugs Gangs and all other problems! #2020,without the horror show that is the radical left do nothing democrats the stock markets and economy would be even better if that is possible and the border would be closed to the evil of drugs gangs and all other problems! #2020,12/6/19 16:00,1.20E+18
@HeyTammyBruce __This seems personal. That it is deeply unfair that has not changed. This has become a matter of their unhinged emotional reaction to a man who has bettered them who has had victory where they have not had victory and has exposed the problem with the Leftists.__,@heytammybruce __this seems personal. that it is deeply unfair that has not changed. this has become a matter of their unhinged emotional reaction to a man who has bettered them who has had victory where they have not had victory and has exposed the problem with the leftists.__,12/6/19 15:46,1.20E+18
__This is a blowout. Look at these manufacturing numbers a blowout.__ @MariaBartiromo,__this is a blowout. look at these manufacturing numbers a blowout.__ @mariabartiromo,12/6/19 15:05,1.20E+18
@jimcramer __This is the best number I__ve ever seen in my life.__,@jimcramer __this is the best number i__ve ever seen in my life.__,12/6/19 15:01,1.20E+18
GREAT JOBS REPORT!,great jobs report!,12/6/19 14:57,1.20E+18
"RT @BreakingNews: @NBCNews Escambia Co. Sheriff's Office: ""There is no longer an active shooter on NAS Pensacola. The shooter is confirmed__","rt @breakingnews: @nbcnews escambia co. sheriff's office: ""there is no longer an active shooter on nas pensacola. the shooter is confirmed__",12/6/19 14:47,1.20E+18
Stock Markets Up Record Numbers. For this year alone Dow up 18.65% S&amp;P up 24.36% Nasdaq Composite up 29.17%. __It__s the economy stupid.__,stock markets up record numbers. for this year alone dow up 18.65% s&amp;p up 24.36% nasdaq composite up 29.17%. __it__s the economy stupid.__,12/6/19 13:16,1.20E+18
RT @GOPChairwoman: The Founders began the Constitution with __We the People__ for a reason.Pelosi wants to negate the votes of 63M American__,rt @gopchairwoman: the founders began the constitution with __we the people__ for a reason.pelosi wants to negate the votes of 63m american__,12/6/19 12:48,1.20E+18
RT @IngrahamAngle: A GREAT DAY for @realdonaldtrump. Terrible day for House of Representatives.,rt @ingrahamangle: a great day for @realdonaldtrump. terrible day for house of representatives.,12/6/19 12:47,1.20E+18
"RT @GOPChairwoman: The audacity of Nancy Pelosi.She just claimed __This has absolutely nothing to do with politics.""House Democrats boy__","rt @gopchairwoman: the audacity of nancy pelosi.she just claimed __this has absolutely nothing to do with politics.""house democrats boy__",12/6/19 12:47,1.20E+18
RT @parscale: The Democrats are right about one thing - someone did abuse their power.But it's not @RealDonaldTrump. It's THEM. Their i__,rt @parscale: the democrats are right about one thing - someone did abuse their power.but it's not @realdonaldtrump. it's them. their i__,12/6/19 12:46,1.20E+18
RT @VP: While Democrats continue their obsession with impeaching President @realDonaldTrump &amp; try to overturn the will of the American peop__,rt @vp: while democrats continue their obsession with impeaching president @realdonaldtrump &amp; try to overturn the will of the american peop__,12/6/19 12:46,1.20E+18
"RT @WhiteHouse: The liberal ""experts"" invited to testify by House Democrats yesterday have had an appetite for impeachment since before Pre__","rt @whitehouse: the liberal ""experts"" invited to testify by house democrats yesterday have had an appetite for impeachment since before pre__",12/6/19 12:45,1.20E+18
Do not believe any article or story you read or see that uses __anonymous sources__ having to do with trade or any other subject. Only accept information if it has an actual living name on it. The Fake News Media makes up many __sources say__ stories. Do not believe them!,do not believe any article or story you read or see that uses __anonymous sources__ having to do with trade or any other subject. only accept information if it has an actual living name on it. the fake news media makes up many __sources say__ stories. do not believe them!,12/6/19 12:43,1.20E+18
Where__s the Fake Whistleblower? Where__s Whistleblower number 2? Where__s the phony informer who got it all wrong?,where__s the fake whistleblower? where__s whistleblower number 2? where__s the phony informer who got it all wrong?,12/6/19 3:32,1.20E+18
The story today that we are sending 12000 troops to Saudi Arabia is false or to put it more accurately Fake News!,the story today that we are sending 12000 troops to saudi arabia is false or to put it more accurately fake news!,12/6/19 3:27,1.20E+18
://t.co/nSyY8ysJtp,://t.co/nsyy8ysjtp,12/6/19 0:52,1.20E+18
RT @Team_Mitch: Mitch McConnell__s memoir __The Long Game__ is now available in paperback with a new foreword written by President @realDonald__,rt @team_mitch: mitch mcconnell__s memoir __the long game__ is now available in paperback with a new foreword written by president @realdonald__,12/6/19 0:33,1.20E+18
Republican Approval Rating = 95%. Thank you!,republican approval rating = 95%. thank you!,12/5/19 17:38,1.20E+18
Nancy Pelosi just had a nervous fit. She hates that we will soon have 182 great new judges and sooo much more. Stock Market and employment records. She says she __prays for the President.__ I don__t believe her not even close. Help the homeless in your district Nancy. USMCA?,nancy pelosi just had a nervous fit. she hates that we will soon have 182 great new judges and sooo much more. stock market and employment records. she says she __prays for the president.__ i don__t believe her not even close. help the homeless in your district nancy. usmca?,12/5/19 16:49,1.20E+18
THANK YOU! #MAGA______ ://t.co/v8KfvhqnXE,thank you! #maga______ ://t.co/v8kfvhqnxe,12/5/19 15:47,1.20E+18
The Do Nothing Radical Left Democrats have just announced that they are going to seek to Impeach me over NOTHING. They already gave up on the ridiculous Mueller __stuff__ so now they hang their hats on two totally appropriate (perfect) phone calls with the Ukrainian President....,the do nothing radical left democrats have just announced that they are going to seek to impeach me over nothing. they already gave up on the ridiculous mueller __stuff__ so now they hang their hats on two totally appropriate (perfect) phone calls with the ukrainian president....,12/5/19 15:11,1.20E+18
....This will mean that the beyond important and seldom used act of Impeachment will be used routinely to attack future Presidents. That is not what our Founders had in mind. The good thing is that the Republicans have NEVER been more united. We will win!,....this will mean that the beyond important and seldom used act of impeachment will be used routinely to attack future presidents. that is not what our founders had in mind. the good thing is that the republicans have never been more united. we will win!,12/5/19 15:11,1.20E+18
The Do Nothing Democrats had a historically bad day yesterday in the House. They have no Impeachment case and are demeaning our Country. But nothing matters to them they have gone crazy. Therefore I say if you are going to impeach me do it now fast so we can have a fair....,the do nothing democrats had a historically bad day yesterday in the house. they have no impeachment case and are demeaning our country. but nothing matters to them they have gone crazy. therefore i say if you are going to impeach me do it now fast so we can have a fair....,12/5/19 13:01,1.20E+18
.....trial in the Senate and so that our Country can get back to business. We will have Schiff the Bidens Pelosi and many more testify and will reveal for the first time how corrupt our system really is. I was elected to __Clean the Swamp__ and that__s what I am doing!,.....trial in the senate and so that our country can get back to business. we will have schiff the bidens pelosi and many more testify and will reveal for the first time how corrupt our system really is. i was elected to __clean the swamp__ and that__s what i am doing!,12/5/19 13:01,1.20E+18
Tremendous things achieved for U.S. on my NATO trip. Proudly for our Country no President has ever achieved so much in so little time. Without a U.S. increase other countries have already increased by $130 Billion-with $400 Billion soon. Such a thing has never been done before!,tremendous things achieved for u.s. on my nato trip. proudly for our country no president has ever achieved so much in so little time. without a u.s. increase other countries have already increased by $130 billion-with $400 billion soon. such a thing has never been done before!,12/5/19 12:20,1.20E+18
RT @RepMikeJohnson: I just obtained unanimous consent to enter this into the record.  #shameful #ImpeachmentHearing ://t.co/1MfXE7cIMG,rt @repmikejohnson: i just obtained unanimous consent to enter this into the record.  #shameful #impeachmenthearing ://t.co/1mfxe7cimg,12/5/19 11:38,1.20E+18
RT @RepMikeJohnson: Can't wait to tell my kids President @realDonaldTrump (kind of) retweeted me ___ cc @RepDougCollins ://t.co/zo54qOa7__,rt @repmikejohnson: can't wait to tell my kids president @realdonaldtrump (kind of) retweeted me ___ cc @repdougcollins ://t.co/zo54qoa7__,12/5/19 11:32,1.20E+18
RT @realDonaldTrump: The Fake News Media is doing everything possible to belittle my VERY successful trip to London for NATO. I got along g__,rt @realdonaldtrump: the fake news media is doing everything possible to belittle my very successful trip to london for nato. i got along g__,12/5/19 11:28,1.20E+18
RT @HouseGOP: House Democrats continue to waste the American people__s time with their impeachment sham.__ __ Passing #USMCAnow__ Securing o__,rt @housegop: house democrats continue to waste the american people__s time with their impeachment sham.__ __ passing #usmcanow__ securing o__,12/5/19 11:26,1.20E+18
When I said in my phone call to the President of Ukraine __I would like you to do US a favor though because our country has been through a lot and Ukraine knows a lot about it.__ With the word __us__ I am referring to the United States our Country. I then went on to say that......,when i said in my phone call to the president of ukraine __i would like you to do us a favor though because our country has been through a lot and ukraine knows a lot about it.__ with the word __us__ i am referring to the united states our country. i then went on to say that......,12/5/19 3:50,1.20E+18
....__I would like to have the Attorney General (of the United States) call you or your people.....__ This based on what I have seen is their big point - and it is no point at a all (except for a big win for me!). The Democrats should apologize to the American people!,....__i would like to have the attorney general (of the united states) call you or your people.....__ this based on what i have seen is their big point - and it is no point at a all (except for a big win for me!). the democrats should apologize to the american people!,12/5/19 3:50,1.20E+18
RT @GOPChairwoman: Democrat leaders have no clear vision for America besides trying to steal the 2020 election away from voters though thei__,rt @gopchairwoman: democrat leaders have no clear vision for america besides trying to steal the 2020 election away from voters though thei__,12/5/19 3:44,1.20E+18
RT @Morlen4Distrct1: Impeachment Witness: Obama Refused To Give Evidence To Congress ://t.co/0ntL9ZX3pb,rt @morlen4distrct1: impeachment witness: obama refused to give evidence to congress ://t.co/0ntl9zx3pb,12/5/19 3:39,1.20E+18
RT @Morlen4Distrct1: Jim Banks Calls On Lindsey Graham To Subpoena Adam Schiff__s Phone Records ://t.co/tiGA3RN5wp,rt @morlen4distrct1: jim banks calls on lindsey graham to subpoena adam schiff__s phone records ://t.co/tiga3rn5wp,12/5/19 3:36,1.20E+18
RT @SKennedy1979: Thank you __@RepMattGaetz__ for keeping these partisan hacks in check! Somebody has to..no decorum and an absolute free for__,rt @skennedy1979: thank you __@repmattgaetz__ for keeping these partisan hacks in check! somebody has to..no decorum and an absolute free for__,12/5/19 3:35,1.20E+18
RT @addyvanse_com: Beautiful job! ://t.co/P5htMNpp7n,rt @addyvanse_com: beautiful job! ://t.co/p5htmnpp7n,12/5/19 3:34,1.20E+18
RT @SharplyRight: Matt Gaetz is an ABSOLUTE BOSS as he destroys the impeachment witnesses over Democratic donations and bias and slams prof__,rt @sharplyright: matt gaetz is an absolute boss as he destroys the impeachment witnesses over democratic donations and bias and slams prof__,12/5/19 3:34,1.20E+18
RT @realDonaldTrump: Thank you @NATO! #NATOLondon ://t.co/8gJeXZxwpH,rt @realdonaldtrump: thank you @nato! #natolondon ://t.co/8gjexzxwph,12/5/19 3:01,1.20E+18
Just read the best Maureen Dowd column in the New York Times EVER (although she treated me great before politics) but it was written by her brother Kevin. Someone in the News Media should hire her wonderful talented and very smart brother! ://t.co/lO9s1qLK8A,just read the best maureen dowd column in the new york times ever (although she treated me great before politics) but it was written by her brother kevin. someone in the news media should hire her wonderful talented and very smart brother! ://t.co/lo9s1qlk8a,12/5/19 0:03,1.20E+18
"RT @RepDougCollins: .@RepGregSteube: ""On the very first day of my swearing in a Democrat in my class called for the impeachment of the pre__","rt @repdougcollins: .@repgregsteube: ""on the very first day of my swearing in a democrat in my class called for the impeachment of the pre__",12/5/19 0:01,1.20E+18
RT @CongressmanHice: .@HouseDemocrats have thrown every accusation at @POTUS @realdonaldtrump they can conjure: __ Russian collusion__ Obs__,rt @congressmanhice: .@housedemocrats have thrown every accusation at @potus @realdonaldtrump they can conjure: __ russian collusion__ obs__,12/5/19 0:01,1.20E+18
RT @RepMikeJohnson: Democrats are pursuing their hatred for @realDonaldTrump atop the ruins of our public liberty. That is the greatest dan__,rt @repmikejohnson: democrats are pursuing their hatred for @realdonaldtrump atop the ruins of our public liberty. that is the greatest dan__,12/5/19 0:01,1.20E+18
